1 .214	-130
2 .263	-70					
3 .275	-185
3 .275	-220				
4 .45	200
4 .5	290
4 .5	270
4 .63	200
4 .8	300					
5 .9	-30					
6 .9	500					
7 .9	650
7 .9	150
7 1.1	450
7 1.4	500					
8 1	920
8 1.1	500					
9 1.7	960
9 2	500
9 2	850
9 2	800
9 2	1090

