1    0.5    0.5
2    0.539474    0.5
3    0.557692    0.5
4    0.568182    0.5
5    0.575    0.5
6    0.579787    0.5
7    0.583333    0.5
8    0.586066    0.5
9    0.588235    0.5
10    0.59    0.5
11    0.591463    0.5
12    0.592697    0.5
13    0.59375    0.5
14    0.59466    0.5
15    0.595455    0.5
16    0.596154    0.5
17    0.596774    0.5
18    0.597328    0.5
19    0.597826    0.5
20    0.598276    0.5
21    0.598684    0.5
22    0.599057    0.5
23    0.599398    0.5
24    0.599711    0.5
25    0.6    0.5
26    0.600267    0.5
27    0.600515    0.5
28    0.600746    0.5
29    0.600962    0.5
30    0.601163    0.5
31    0.601351    0.5
32    0.601528    0.5
33    0.601695    0.5
34    0.601852    0.5
35    0.602    0.5
36    0.60214    0.5
37    0.602273    0.5
38    0.602399    0.5
39    0.602518    0.5
40    0.602632    0.5
41    0.60274    0.5
42    0.602843    0.5
43    0.602941    0.5
44    0.603035    0.5
45    0.603125    0.5
46    0.603211    0.5
47    0.603293    0.5
48    0.603372    0.5
49    0.603448    0.5
50    0.603521    0.5
